"case_id","fact_coverage","evidence_precision","temporal_accuracy","temporal_evidence_precision","answer_correctness","groundedness","evidence_count","inference_status","judge_status","duration_seconds","error"
"Q039","0","0.4","0","1","0.4","0.375","5","ok","ok","24.613",""
"Q040","1","0.6","1","1","1","1","5","ok","ok","20.874",""
"Q041","1","0.2","1","0.2","1","1","5","ok","ok","32.6",""
"Q042","1","0.4","0","0","0.6","1","5","ok","ok","24.715",""
"Q043","0.333","0.4","0","0.4","0.2","0.333","5","ok","ok","23.276",""
"Q044","1","0.2","1","0.4","1","1","5","ok","ok","24.177",""
"Q045","1","0.6","1","0.6","1","1","5","ok","ok","41.188",""
"Q046","1","0.2","1","0.4","0.3","0.8","5","ok","ok","32.127",""
"Q047","1","0.8","1","0.4","0.9","1","5","ok","ok","28.351",""
"Q048","0","0","0","0","0.2","0.5","5","ok","ok","25.9",""
"Q049","1","0.6","1","0.6","1","1","5","ok","ok","23.426",""
"Q050","0.667","0.4","0","0","0.4","0.5","5","ok","ok","34.454",""
"Q051","1","0.4","1","0.4","1","1","5","ok","ok","42.742",""
"Q052","1","0.4","1","0.4","1","1","5","ok","ok","39.021",""
"Q053","1","0.6","1","0","1","1","5","ok","ok","24.03",""
"Q054","1","1","1","0.2","1","1","5","ok","ok","20.548",""
"Q055","0.5","0.8","1","0.2","1","1","5","ok","ok","21.797",""
"Q056","1","0.6","1","0.2","1","1","5","ok","ok","36.097",""
"Q057","1","0.4","1","0.6","1","1","5","ok","ok","27.073",""
"Q058","1","0.2","1","0.4","1","1","5","ok","ok","24.811",""
"Q059","1","0.6","1","0.6","1","1","5","ok","ok","26.836",""
"Q060","1","0.6","1","0.2","1","1","5","ok","ok","19.766",""
"Q061","1","0.4","1","0.2","1","1","5","ok","ok","21.387",""
"Q062","1","0.4","1","1","1","1","5","ok","ok","21.732",""
"Q063","1","0.2","0.5","0.8","0.8","1","5","ok","ok","19.151",""
"Q064","1","0.6","1","0.2","1","1","5","ok","ok","19.862",""
"Q065","0.5","0.2","0","0.2","0.5","0.333","5","ok","ok","24.869",""
"Q066","1","0.2","1","0.2","1","1","5","ok","ok","23.987",""
"Q067","1","0.2","1","0.2","1","1","5","ok","ok","20.518",""
"Q068","1","0.4","1","0.2","1","1","5","ok","ok","20.288",""
"Q069","1","0.2","1","0.2","1","1","5","ok","ok","22.043",""
"Q070","0","0","0","0.2","0.2","1","5","ok","ok","23.001",""
"Q071","1","0.2","1","0.4","1","1","5","ok","ok","20.449",""
"Q072","1","0.2","1","0.2","1","1","5","ok","ok","20.465",""
"Q073","0","0","0","0.6","0.1","1","5","ok","ok","20.205",""
"Q074","1","0.6","1","0.4","1","1","5","ok","ok","22.882",""
"Q075","1","0.8","1","0.4","1","1","5","ok","ok","21.031",""
"Q076","1","0.6","1","0.8","1","1","5","ok","ok","23.496",""
"Q077","1","0.6","1","0.4","1","1","5","ok","ok","22.751",""
"Q078","0","0","0","0","0.1","0.333","5","ok","ok","21.932",""
"Q079","1","0.4","1","0.2","1","1","5","ok","ok","22.13",""
"Q080","1","0.6","1","0.6","1","1","5","ok","ok","21.795",""
"Q081","1","0.2","0","0.2","0.6","1","5","ok","ok","22.136",""
"Q082","1","0.6","1","0.8","1","1","5","ok","ok","24.962",""
"Q083","1","0.6","0","0.2","0.2","0.5","5","ok","ok","22.741",""
"Q084","1","0.8","0.5","0.4","1","1","5","ok","ok","20.352",""
"Q085","1","0.4","1","1","1","1","5","ok","ok","20.058",""
"Q086","1","0.2","0","0.2","0.5","0.667","5","ok","ok","18.233",""
"Q087","0.5","0.4","0.5","0","0.2","1","5","ok","ok","21.456",""
"Q088","0.5","0.4","0.5","1","0.8","1","5","ok","ok","22.892",""
"Q089","1","0.6","1","0.6","1","1","5","ok","ok","25.881",""
"Q090","0","0","0","0.2","0.2","0.5","5","ok","ok","19.591",""
"Q091","0","0","0","0.8","0.2","1","5","ok","ok","20.509",""
"Q092","0.5","0.6","0","0.2","0.8","1","5","ok","ok","18.639",""
"Q093","0","0.4","0","0.6","0.2","0","5","ok","ok","19.014",""
"Q094","1","0.2","0","0.4","1","1","5","ok","ok","19.711",""
"Q095","0","0","0.5","0.4","0.2","1","5","ok","ok","19.946",""
"Q096","0","0","0","0","0.2","1","5","ok","ok","18.378",""
"Q097","0.5","0.2","0","0.2","0.8","1","5","ok","ok","19.663",""
"Q098","1","0.4","1","0.4","1","1","5","ok","ok","20.049",""
"Q099","0","0","0","0","0","0.5","5","ok","ok","18.197",""
"Q100","1","0.4","0","0.8","0.2","0.75","5","ok","ok","21.081",""
"Q101","1","0.2","1","0.2","1","1","5","ok","ok","20.825",""
"Q102","1","0.2","1","0.2","1","1","5","ok","ok","19.089",""
"Q103","0.667","0.2","1","0.8","1","1","5","ok","ok","20.798",""
"Q104","1","0.4","1","0.2","1","1","5","ok","ok","20.011",""
"Q105","0.667","0.4","0","0.2","0.3","0.833","5","ok","ok","23.076",""
"Q106","1","0.4","1","0.4","1","1","5","ok","ok","20.027",""
"Q107","1","0.2","1","0.2","1","1","5","ok","ok","20.297",""
"Q108","1","0.6","1","0.2","1","1","5","ok","ok","19.354",""
"Q109","1","0.2","1","0.4","1","1","5","ok","ok","19.468",""
"Q110","1","0.4","0","0.4","0.3","1","5","ok","ok","24.666",""
"Q111","1","0.4","1","0.6","1","1","5","ok","ok","19.742",""
"Q112","1","0.4","1","0.6","1","1","5","ok","ok","19.767",""
"Q113","1","0.2","0.5","0.2","1","1","5","ok","ok","19.12",""
"Q114","1","0.4","1","0.6","0.9","1","5","ok","ok","20.292",""
"Q115","1","0.4","1","0.2","1","1","5","ok","ok","22.195",""
"Q116","0.667","0.2","1","0.4","0.8","1","5","ok","ok","19.482",""
"Q117","1","0.2","1","0.6","0.6","1","5","ok","ok","22.449",""
"Q118","1","0.4","1","0.6","1","1","5","ok","ok","23.199",""
"Q119","0.75","0.4","0","0.4","0.2","1","5","ok","ok","20.903",""
"Q120","0","0","1","0.2","0.2","0.667","5","ok","ok","22.533",""
"Q121","1","0.4","1","0.4","1","1","5","ok","ok","22.499",""
"Q122","1","0.6","1","0.4","1","1","5","ok","ok","18.069",""
"Q123","0","0.6","0","0","0","0","5","ok","ok","18.346",""
"Q124","1","0.4","1","0.4","1","1","5","ok","ok","19.562",""
"Q125","1","0.2","1","0","1","1","5","ok","ok","19.336",""
"Q126","0.5","0.2","1","0.4","1","1","5","ok","ok","19.963",""
"Q127","1","0.2","1","0.2","1","1","5","ok","ok","19.686",""
"Q128","0.75","0.4","1","0.8","1","1","5","ok","ok","20.66",""
"Q129","0.5","1","1","0.2","0.5","0.75","5","ok","ok","19.571",""
"Q130","0","0","0","0","0.2","1","5","ok","ok","20.068",""
"Q131","0","0","0","0.8","0.2","0.5","5","ok","ok","20.688",""
"Q132","0","0","0","0.6","0.2","1","5","ok","ok","20.955",""
"Q133","0.25","0.6","1","0.8","0.6","1","5","ok","ok","21.969",""
"Q134","1","0.4","1","0.2","0.7","1","5","ok","ok","19.949",""
"Q135","0.2","0.4","0.5","0.6","0.6","0.667","5","ok","ok","21.347",""
"Q136","0.5","0.4","1","0.6","0.6","0.333","5","ok","ok","24.831",""
"Q137","0.333","0.2","1","0.8","0.9","0.8","5","ok","ok","21.425",""
"Q138","1","0.2","1","0.6","0.7","1","5","ok","ok","20.543",""
"Q139","0.5","0.2","0","0","0.7","1","5","ok","ok","19.565",""
"Q140","0.333","0.2","1","1","0.9","1","5","ok","ok","21.545",""
"Q141","1","0.4","0","0.2","0.95","1","5","ok","ok","20.231",""
"Q142","1","0.2","0","0.2","0.9","1","5","ok","ok","21.55",""
"Q143","1","0.4","1","0.6","0.9","1","5","ok","ok","21.644",""
"Q144","0.4","0.2","1","0.4","0.75","0.8","5","ok","ok","21.839",""
"Q145","0","0","0","1","0.3","0.833","5","ok","ok","24.689",""
"Q146","1","0.2","1","0.2","1","1","5","ok","ok","19.991",""
"Q147","0.75","0.4","0.5","0.8","0.9","1","5","ok","ok","22.043",""
"Q148","0","0","1","0.4","0.3","0.5","5","ok","ok","21.414",""
"Q149","1","0.2","1","0.4","1","1","5","ok","ok","20.111",""
"Q150","1","0.2","1","0.2","0.9","0.75","5","ok","ok","19.565",""
"Q151","0","0","0","0.4","0.2","0.5","5","ok","ok","20.578",""
"Q152","0.5","0.2","1","1","0.6","0.833","5","ok","ok","21.988",""
"Q153","0.5","0.2","0","0","0.8","1","5","ok","ok","25.795",""
"Q154","1","0.2","1","0","0.9","1","5","ok","ok","22.056",""
"Q155","1","0.2","0.5","0.6","0.8","1","5","ok","ok","21.106",""
"Q156","1","0.4","1","0","1","1","5","ok","ok","21.544",""
"Q157","1","0.4","1","0.2","0.9","1","5","ok","ok","21.366",""
"Q158","1","0.6","1","1","1","1","5","ok","ok","23.662",""
"Q159","0.667","0.4","0","0","0.3","1","5","ok","ok","21.44",""
"Q160","0.667","0.2","0","0.4","0.6","1","5","ok","ok","20.399",""
"Q161","0","0","0","1","0.2","0.75","5","ok","ok","29.511",""
"Q162","0","0","0","1","0.2","1","5","ok","ok","31.162",""
"Q163","0","0","1","0.6","0.4","0.375","5","ok","ok","25.604",""
"Q164","0.75","0.8","1","0.8","0.8","1","5","ok","ok","60.131",""
"Q165","1","0.4","1","0.2","1","1","5","ok","ok","23.147",""
"Q166","0","0","1","0.8","0.4","1","5","ok","ok","43.946",""
"Q167","0.667","0.6","1","0.2","0.8","0.857","5","ok","ok","37.104",""
"Q168","0","0","1","0.8","0.6","0.5","5","ok","ok","26.078",""
"Q169","1","0.2","1","0.2","1","1","5","ok","ok","42.11",""
"Q170","0.5","0.2","0.3","0.4","0.4","0.625","5","ok","ok","22.126",""
"Q171","1","0.4","0.5","1","0.8","0.75","5","ok","ok","31.854",""
"Q172","0","0","0","0.2","0.4","0","5","ok","ok","22.175",""
"Q173","0.5","0.2","1","0.6","0.8","1","5","ok","ok","21.017",""
"Q174","0.75","0.8","1","0.4","0.8","1","5","ok","ok","23.492",""
"Q175","0","0","0.5","0.6","0.2","0.8","5","ok","ok","22.059",""
"Q176","0.5","0.4","1","0","0.4","1","5","ok","ok","25.303",""
"Q177","0","0.4","1","0.2","0.6","1","5","ok","ok","24.307",""
"Q178","1","0.2","1","0.6","1","1","5","ok","ok","21.893",""
"Q179","0.5","0.4","1","1","0.7","1","5","ok","ok","22.858",""
"Q180","0","0","0.5","1","0.2","0.8","5","ok","ok","24.981",""
"Q181","0.667","0.4","0.5","0.2","0.8","1","5","ok","ok","25.115",""
"Q182","0.5","1","0.5","0.6","0.4","1","5","ok","ok","24.581",""
"Q183","1","0.6","1","0.8","1","1","5","ok","ok","22.018",""
"Q184","1","0.4","0.5","0.2","0.9","1","5","ok","ok","22.126",""
"Q185","0.333","0.4","0.5","0.2","0.6","1","5","ok","ok","22.886",""
"Q186","0.667","0.4","0.5","0.4","0.4","1","5","ok","ok","24.944",""
"Q187","0","0.2","1","0.6","0.5","0.5","5","ok","ok","23.105",""
"Q188","0","0","0","0.8","0.9","1","5","ok","ok","22.473",""
"Q189","1","0.8","1","0.6","1","1","5","ok","ok","21.894",""
"Q190","0.5","0.2","1","0.6","0.9","1","5","ok","ok","22.023",""
"Q191","0.6","0.8","1","0.8","0.7","1","5","ok","ok","24.207",""
"Q192","1","1","1","1","1","1","5","ok","ok","23.785",""
"Q193","1","1","1","0.6","1","1","5","ok","ok","23.626",""
"Q194","1","0.2","1","0.6","1","1","5","ok","ok","22.897",""
"Q195","1","0.4","1","0.8","1","1","5","ok","ok","22.15",""
"Q196","0.75","0.6","1","1","0.8","1","5","ok","ok","22.948",""
"Q197","0.5","0.2","0","0.2","0.7","0.75","5","ok","ok","22.849",""
"Q198","0","0","0","0.4","0.2","1","5","ok","ok","22.95",""
"Q199","0.333","0.2","1","0.6","0.6","1","5","ok","ok","21.251",""
"Q200","1","0.2","0","0","0.8","1","5","ok","ok","23.461",""
"Q201","1","0.4","1","0.6","1","1","5","ok","ok","20.87",""
"Q202","1","0.2","1","1","1","1","5","ok","ok","21.482",""
"Q203","1","0.6","1","0.6","1","1","5","ok","ok","22.155",""
"Q204","1","0.4","1","1","1","1","5","ok","ok","21.941",""
"Q205","1","0.2","1","0.8","1","1","5","ok","ok","23.685",""
"Q206","1","0.4","1","0.4","1","1","5","ok","ok","22.295",""
"Q207","1","0.2","1","0.2","1","1","5","ok","ok","20.677",""
"Q208","1","0.4","1","0","1","1","5","ok","ok","21.74",""
"Q209","1","0.2","1","0.2","1","1","5","ok","ok","23.131",""
"Q210","1","0.2","1","0.8","1","1","5","ok","ok","21.726",""
"Q211","1","0.4","1","1","1","1","5","ok","ok","29.475",""
"Q212","1","0.2","1","0.4","1","1","5","ok","ok","22.251",""
"Q213","1","0.2","1","0.8","1","1","5","ok","ok","20.001",""
"Q214","0.5","0.4","1","0.8","0.6","0.8","5","ok","ok","23.388",""
"Q215","1","0.4","1","0.2","1","1","5","ok","ok","22.206",""
"Q216","1","0.4","1","0.6","1","1","5","ok","ok","21.766",""
"Q217","1","0.4","1","0.4","1","1","5","ok","ok","23.174",""
"Q218","0","0","0.5","0.8","0.4","0.5","5","ok","ok","24.481",""
"Q219","1","0.6","1","0.4","1","1","5","ok","ok","22.177",""
"Q220","1","1","1","0.6","1","1","5","ok","ok","21.66",""
"Q221","1","0.4","1","0.8","1","1","5","ok","ok","21.204",""
"Q222","1","0.8","1","0.8","1","1","5","ok","ok","22.566",""
"Q223","1","0.4","1","0.8","1","1","5","ok","ok","21.015",""
"Q224","1","0.2","1","0.8","1","1","5","ok","ok","47.54",""
"Q225","1","0.2","1","0.4","1","1","5","ok","ok","23.161",""
"Q226","1","0.2","1","0.2","1","1","5","ok","ok","22.118",""
"Q227","1","0.6","1","0.4","1","1","5","ok","ok","22.054",""
"Q228","1","0.2","1","0.6","1","1","5","ok","ok","22.164",""
"Q229","0","0","0","0.2","0","1","5","ok","ok","22.544",""
"Q230","1","0.4","0","0","0.9","1","5","ok","ok","20.508",""
"Q231","1","0.2","1","0.4","1","1","5","ok","ok","24.396",""
"Q232","1","0.4","1","0.4","1","1","5","ok","ok","23.257",""
"Q233","1","0.2","1","0.2","1","1","5","ok","ok","21.119",""
"Q234","1","0.2","0","1","1","1","5","ok","ok","20.908",""
"Q235","1","0.2","1","0.4","1","1","5","ok","ok","23.883",""
"Q236","0","0","0","0.2","0.2","1","5","ok","ok","33.505",""
"Q237","0","0.4","1","0.4","0.8","1","5","ok","ok","61.624",""
"Q238","1","0.2","1","1","1","1","5","ok","ok","23.354",""
"Q239","0.667","0.2","1","0.8","1","1","5","ok","ok","22.75",""
"Q240","0.667","0.6","1","0.8","1","1","5","ok","ok","22.75",""
"Q241","0.333","0.4","1","0.6","0.6","1","5","ok","ok","22.555",""
"Q242","1","0.6","1","1","1","1","5","ok","ok","20.503",""
"Q243","0","0.8","1","0.8","0.4","1","5","ok","ok","23.023",""
"Q244","1","0.2","1","1","1","1","5","ok","ok","20.709",""
"Q245","0.667","0.4","1","0.6","0.8","1","5","ok","ok","22.55",""
"Q246","1","0.4","1","0.6","1","1","5","ok","ok","23.534",""
"Q247","0.5","0.2","0.5","1","0.5","0.5","5","ok","ok","22.442",""
"Q248","1","0.8","1","0.8","1","1","5","ok","ok","21.929",""
"Q249","1","0.4","1","0.8","1","1","5","ok","ok","26.455",""
"Q250","0","0.2","1","0.4","0.7","1","5","ok","ok","22.434",""
"Q251","0","0","1","0.2","0.4","0.833","5","ok","ok","23.794",""
"Q252","0.5","0.2","0.5","0.2","0.5","1","5","ok","ok","22.13",""
"Q253","1","0.4","1","0.2","1","1","5","ok","ok","24.362",""
"Q254","1","0.2","1","1","0.8","1","5","ok","ok","22.023",""
"Q255","1","0.4","1","0.8","1","1","5","ok","ok","21.303",""
"Q256","0.333","0.4","1","0.6","0.6","0.667","5","ok","ok","23.683",""
"Q257","0.333","0.8","1","0.8","1","1","5","ok","ok","23.767",""
"Q258","0","0.2","0.5","0.2","0.5","0.667","5","ok","ok","22.619",""
"Q259","0","0","0","0","0","1","5","ok","ok","22.054",""
"Q260","1","0.2","1","0.2","1","1","5","ok","ok","23.963",""
"Q261","1","0.2","1","0.2","1","1","5","ok","ok","22.517",""
"Q262","0.333","0.2","0","0","0.3","0.667","5","ok","ok","24.408",""
"Q263","1","0.2","0","0.4","1","1","5","ok","ok","21.741",""
"Q264","0.5","0.2","0.5","0.6","0.5","1","5","ok","ok","24.697",""
"Q265","0.5","0.2","0.5","0.4","0.5","0.667","5","ok","ok","55.136",""
"Q266","0.667","0.4","1","0.8","0.8","1","5","ok","ok","24.88",""
"Q267","0.667","0.4","0","0.8","0.4","0.625","5","ok","ok","22.033",""
"Q268","1","0.6","0.5","0.8","0.8","0.875","5","ok","ok","24.578",""
"Q269","1","0.4","1","0.8","1","1","5","ok","ok","26.032",""
"Q270","0.6","0.6","1","0.8","0.5","1","5","ok","ok","23.969",""
"Q271","1","0.4","1","1","1","1","5","ok","ok","24.922",""
"Q272","1","0.4","1","0.4","1","1","5","ok","ok","23.244",""
"Q273","1","0.2","1","0.4","1","1","5","ok","ok","23.782",""
"Q274","0.5","0.2","1","1","1","1","5","ok","ok","24.313",""
"Q275","1","0.4","1","0.6","1","1","5","ok","ok","22.727",""
"Q276","1","0.2","1","0.8","1","1","5","ok","ok","23.904",""
"Q277","0.667","1","0.5","1","0.7","1","5","ok","ok","23.111",""
"Q278","1","0.4","1","1","1","1","5","ok","ok","22.653",""
"Q279","1","0.2","1","0.4","1","1","5","ok","ok","22.119",""
"Q280","0","0","0","0.2","0.2","0.333","5","ok","ok","22.127",""
"Q281","1","0.6","0.5","0.6","1","1","5","ok","ok","22.645",""
"Q282","1","0.4","1","1","0.9","1","5","ok","ok","21.731",""
"Q283","0.5","0.2","0.5","0.2","0.8","1","5","ok","ok","23.257",""
"Q284","0","0","0","0","0.2","0.833","5","ok","ok","23.975",""
"Q285","1","0.4","1","0.8","1","1","5","ok","ok","43.737",""
"Q286","0","0.6","0","0.6","0","0","5","ok","ok","22.437",""
"Q287","0.5","0.2","1","0.4","0.5","0.75","5","ok","ok","27.054",""
"Q288","1","0.2","0","0.4","0.6","1","5","ok","ok","22.934",""
"Q289","0.5","0.6","0","0.2","0.2","0","5","ok","ok","23.477",""
"Q290","0.333","0.4","0","0.4","0","0.5","5","ok","ok","23.867",""
"Q291","1","0.4","1","0.2","1","1","5","ok","ok","22.22",""
"Q292","0","0.2","0","0.4","0.4","1","5","ok","ok","25.6",""
"Q293","0.5","0.2","1","0.4","1","1","5","ok","ok","22.945",""
"Q294","1","0.2","1","0.2","1","1","5","ok","ok","22.337",""
"Q295","1","0.4","1","0.6","1","1","5","ok","ok","23.246",""
"Q296","0.667","0.6","1","0.6","0.6","0.667","5","ok","ok","23.204",""
"Q297","0","0.2","0","0","0.4","1","5","ok","ok","19120.696",""
"Q298","0","0.2","0","0.2","0.2","0","5","ok","ok","23.521",""
"Q299","0","0","0","0","0.2","1","5","ok","ok","19.968",""
"Q300","0","0","0","0","0","0","5","ok","ok","20.234",""
