"case_id","fact_coverage","evidence_precision","temporal_accuracy","temporal_evidence_precision","answer_correctness","groundedness","evidence_count","required_fact_count","inference_status","judge_status","duration_seconds","error"
"Q086","1","1","1","1","1","1","2","1","passed","ok","155.32",""
"Q087","1","1","1","1","1","1","3","2","passed","ok","206.66",""
"Q088","1","0.5","1","1","1","1","4","2","passed","ok","240.37",""
"Q089","1","1","1","1","1","1","2","1","passed","ok","153.21",""
"Q090","1","0.333","1","1","1","1","3","2","passed","ok","360.65",""
"Q091","1","1","1","1","1","1","2","2","passed","ok","111.55",""
"Q092","1","0.667","1","1","1","1","3","2","passed","ok","117.19",""
"Q093","1","0.667","1","1","1","1","6","2","passed","ok","137.17",""
"Q094","1","1","1","1","1","1","1","2","passed","ok","112.39",""
"Q095","0.5","1","1","1","0.3","0.5","1","2","passed","ok","178.59",""
"Q096","1","1","1","1","1","1","2","1","passed","ok","133.88",""
"Q097","0.5","1","1","1","1","1","1","2","passed","ok","153.65",""
"Q098","1","0.667","1","1","1","1","3","1","passed","ok","209.08",""
"Q099","1","1","1","1","1","1","2","2","passed","ok","136.32",""
"Q100","1","0.286","1","1","1","1","7","1","passed","ok","257.05",""
"Q101","1","1","1","1","1","1","1","1","ok","ok","64.233",""
"Q102","1","1","1","1","1","1","1","2","ok","ok","122.752",""
"Q103","1","1","1","1","1","1","3","3","ok","ok","83.774",""
"Q104","1","1","1","1","1","1","2","2","ok","ok","100.684",""
"Q105","1","1","1","1","1","1","2","3","ok","ok","163.803",""
"Q106","1","1","1","1","1","1","2","1","ok","ok","58.182",""
"Q107","1","1","1","1","1","1","1","1","ok","ok","76.41",""
"Q108","1","1","1","1","1","1","1","1","ok","ok","73.314",""
"Q109","1","1","1","1","1","1","1","1","ok","ok","68.686",""
"Q110","1","1","1","1","1","1","1","1","ok","ok","71.631",""
"Q111","1","1","1","1","1","1","1","2","ok","ok","166.765",""
"Q112","1","0.667","1","1","1","1","3","2","ok","ok","65.727",""
"Q113","1","0.5","1","1","1","1","2","1","ok","ok","83.301",""
"Q114","1","1","1","1","1","1","2","2","ok","ok","125.887",""
"Q115","1","1","1","1","1","1","1","1","ok","ok","77.124",""
"Q116","1","1","1","1","1","1","1","3","ok","ok","82.018",""
"Q117","1","1","1","1","1","1","1","3","ok","ok","109.215",""
"Q118","1","0.667","1","1","0.3","1","3","3","ok","ok","97.457",""
"Q119","1","1","1","1","0","0.333","2","4","ok","ok","132.623",""
"Q120","0.2","0.2","1","1","0.8","1","5","5","ok","ok","202.126",""
"Q121","1","1","1","1","1","1","2","2","ok","ok","101.964",""
"Q122","1","1","1","1","1","1","1","1","ok","ok","74.519",""
"Q123","1","1","1","0","1","1","1","1","ok","ok","80.766",""
"Q124","1","1","1","1","1","1","2","2","ok","ok","73.734",""
"Q125","1","1","1","1","1","1","1","1","ok","ok","69.175",""
"Q126","1","1","1","1","1","1","1","2","ok","ok","59.684",""
"Q127","1","1","1","1","1","1","1","2","ok","ok","130.81",""
"Q128","0.75","1","1","1","1","1","2","4","ok","ok","119.807",""
"Q129","1","1","1","1","1","1","2","2","ok","ok","297.646",""
"Q130","1","0.667","1","1","1","1","3","3","ok","ok","246.882",""
"Q131","1","1","1","1","1","1","2","2","ok","ok","65.103",""
"Q132","0","0","1","1","0","0","2","1","ok","ok","240.763",""
"Q133","1","0.6","1","1","1","1","5","4","ok","ok","176.93",""
"Q134","0","0","0","0","0","0","0","2","ok","ok","223.169",""
"Q135","0.8","0.364","1","0.636364","0.9","1","11","5","ok","ok","374.999",""
"Q136","0.5","0.333","0","1","0.6","0.5","3","2","ok","ok","122.699",""
"Q137","0.333","0.333","1","1","0.2","0.667","3","3","ok","ok","248.042",""
"Q138","1","1","1","1","1","1","1","1","ok","ok","116.305",""
"Q139","1","0.333","1","1","1","0.5","6","2","ok","ok","406.753",""
"Q140","0.667","0.25","1","1","1","1","8","3","ok","ok","211.337",""
"Q141","1","0.333","1","1","1","1","3","2","ok","ok","162.97",""
"Q142","1","0.5","1","1","0.9","0.833","2","1","ok","ok","131.384",""
"Q143","1","1","1","1","1","1","1","1","ok","ok","123.08",""
"Q144","0.6","0.6","1","0.8","1","1","5","5","ok","ok","365.205",""
"Q145","0","0","1","1","0.2","0.667","3","2","ok","ok","406.04",""
"Q146","1","1","1","1","1","1","1","2","ok","ok","78.392",""
"Q147","0.5","1","1","1","0.2","0.5","1","4","ok","ok","170.097",""
"Q148","0.667","0.667","1","1","0.9","1","3","3","ok","ok","109.046",""
"Q149","1","1","1","1","1","1","1","1","ok","ok","246.393",""
"Q150","1","1","1","1","0.9","1","1","1","ok","ok","78.703",""
"Q151","0","0","1","1","0","0","1","1","ok","ok","313.904",""
"Q152","1","1","1","1","0.8","1","2","2","ok","ok","212.372",""
"Q153","0.5","0.333","1","0.333333","1","1","3","2","ok","ok","225.197",""
"Q154","1","0.5","1","1","0.2","0.5","2","1","ok","ok","327.304",""
"Q155","1","0.5","1","0.5","0.9","1","2","1","ok","ok","252.593",""
"Q156","1","1","1","0","1","1","2","2","ok","ok","183.174",""
"Q157","0","0","1","1","0.2","0.5","1","3","ok","ok","398.36",""
"Q158","1","1","1","1","1","1","1","2","ok","ok","93.683",""
"Q159","1","0.286","1","1","1","1","7","3","ok","ok","260.135",""
"Q160","1","1","1","1","1","1","1","3","ok","ok","79.814",""
"Q161","1","1","1","1","1","1","3","3","ok","ok","147.197",""
"Q162","1","0.333","1","1","0.2","0.5","3","1","ok","ok","480.056",""
"Q163","1","0.333","1","1","1","1","3","1","ok","ok","143.214",""
"Q164","0.5","1","1","1","1","1","2","4","ok","ok","180.302",""
"Q165","1","1","0","1","0.8","1","1","2","ok","ok","89.562",""
"Q166","1","1","1","1","0.9","1","3","3","ok","ok","68.867",""
"Q167","0.667","1","1","1","1","1","2","3","ok","ok","118.532",""
"Q168","0","0","1","1","0.8","1","1","2","ok","ok","206.581",""
"Q169","0","0","0.5","0","0.1","0","0","1","ok","ok","219.857",""
"Q170","1","0.5","1","1","0.9","1","4","2","ok","ok","79.454",""
"Q171","1","1","1","1","0.8","1","2","1","ok","ok","97.13",""
"Q172","0.5","1","1","1","0.6","0.75","2","2","ok","ok","277.609",""
"Q173","0.5","1","1","1","0.9","1","2","2","ok","ok","68.776",""
"Q174","1","0.8","1","1","1","1","5","4","ok","ok","162.365",""
"Q175","1","0.5","1","1","0.8","1","2","3","ok","ok","78.159",""
"Q176","0.75","0.667","1","1","0.7","1","3","4","ok","ok","158.314",""
"Q177","0.5","0.5","1","1","0.6","0.5","2","2","ok","ok","215.886",""
"Q178","1","0.5","1","1","1","1","2","1","ok","ok","72.903",""
"Q179","0.25","0.333","1","1","0.75","0.833","3","4","ok","ok","151.731",""
"Q180","1","0.167","1","1","1","1","6","2","ok","ok","204.674",""
"Q181","1","1","1","1","1","1","3","3","ok","ok","103.048",""
"Q182","1","1","1","1","0.8","1","1","4","ok","ok","72.691",""
"Q183","1","0.25","1","1","1","1","4","1","ok","ok","120.073",""
"Q184","1","1","1","1","0.95","1","1","2","ok","ok","129.067",""
"Q185","0","0","0","0","0","0","0","3","ok","ok","429.661",""
"Q186","1","0.75","1","1","1","1","4","3","ok","ok","166.325",""
"Q187","0.333","1","1","1","0.4","1","1","3","ok","ok","86.903",""
"Q188","1","0.333","1","1","0.85","1","3","1","ok","ok","149.106",""
"Q189","1","1","1","1","1","1","1","2","ok","ok","76.92",""
"Q190","1","1","1","1","1","1","1","2","ok","ok","90.156",""
"Q191","1","1","1","1","1","1","4","5","ok","ok","209.374",""
"Q192","1","1","1","1","1","1","1","1","ok","ok","110.399",""
"Q193","1","0.4","1","1","1","1","5","4","ok","ok","203.066",""
"Q194","1","1","1","1","1","1","1","1","ok","ok","61.679",""
"Q195","0.5","1","1","1","0.8","1","1","2","ok","ok","143.965",""
"Q196","1","1","1","1","1","1","2","4","ok","ok","65.382",""
"Q197","1","0.5","1","1","1","1","2","2","ok","ok","190.6",""
"Q198","0","0","0.5","0","0","0","0","4","ok","ok","282.038",""
"Q199","0.333","1","1","1","0.6","1","1","3","ok","ok","242.467",""
"Q200","1","1","1","1","1","1","1","1","ok","ok","228.597",""
"Q201","1","1","1","1","0.9","1","1","2","ok","ok","77.977",""
"Q202","1","1","1","1","1","1","2","1","ok","ok","212.554",""
"Q203","1","1","1","1","1","1","1","3","ok","ok","67.755",""
"Q204","1","1","1","1","1","1","1","2","ok","ok","69.388",""
"Q205","1","0.333","1","1","1","1","3","2","ok","ok","67.584",""
"Q206","1","1","1","1","1","1","1","1","ok","ok","68.125",""
"Q207","1","1","1","1","1","1","1","2","ok","ok","66.507",""
"Q208","1","1","1","0","1","1","2","1","ok","ok","70.914",""
"Q209","1","1","1","1","1","1","2","1","ok","ok","77.929",""
"Q210","1","1","1","1","1","1","1","2","ok","ok","114.566",""
"Q211","1","1","1","1","1","1","2","2","ok","ok","66.229",""
"Q212","1","1","1","1","1","1","1","1","ok","ok","58.652",""
"Q213","1","1","1","1","1","1","1","1","ok","ok","108.375",""
"Q214","1","0.25","1","1","1","1","4","4","ok","ok","76.334",""
"Q215","1","0.5","1","1","1","1","2","1","ok","ok","65.466",""
"Q216","1","1","1","1","1","1","1","1","ok","ok","66.061",""
"Q217","1","1","1","1","1","1","1","2","ok","ok","65.698",""
"Q218","1","0.5","1","1","1","1","4","1","ok","ok","325.671",""
"Q219","1","1","1","1","1","1","1","2","ok","ok","80.758",""
"Q220","1","1","1","1","1","1","1","2","ok","ok","81.5",""
"Q221","1","1","1","1","1","1","1","2","ok","ok","73.454",""
"Q222","1","1","1","1","1","1","1","2","ok","ok","69.981",""
"Q223","1","1","1","1","1","1","1","1","ok","ok","56.143",""
"Q224","0","0","0.5","0","0","0","0","2","ok","ok","289.082",""
"Q225","0","0","0.5","0","0","0","0","1","ok","ok","191.913",""
"Q226","1","1","1","1","1","1","1","2","ok","ok","122.292",""
"Q227","1","1","1","1","0.7","1","1","1","ok","ok","69.348",""
"Q228","1","0.333","1","1","1","1","3","1","ok","ok","59.523",""
"Q229","1","1","1","1","1","1","1","1","ok","ok","131.038",""
"Q230","1","1","1","1","1","1","1","1","ok","ok","55.4",""
"Q231","1","0.5","1","1","1","1","2","1","ok","ok","58.761",""
"Q232","1","1","1","1","0.7","1","1","2","ok","ok","65.073",""
"Q233","1","1","1","1","1","1","1","1","ok","ok","58.399",""
"Q234","1","1","1","1","1","1","1","1","ok","ok","60.561",""
"Q235","1","0.5","1","1","1","1","2","1","ok","ok","73.943",""
"Q236","0","0","0","0","0","0","0","2","ok","ok","310.96",""
"Q237","1","1","1","1","1","1","2","2","ok","ok","119.288",""
"Q238","1","0.143","1","1","1","1","7","2","ok","ok","405.586",""
"Q239","1","1","1","1","1","1","1","3","ok","ok","139.489",""
"Q240","1","0.5","1","1","1","1","2","3","ok","ok","76.987",""
"Q241","1","1","1","1","1","1","4","3","ok","ok","183.782",""
"Q242","1","1","1","1","1","1","1","1","ok","ok","58.409",""
"Q243","0.5","0.333","1","1","0.9","0.5","3","2","ok","ok","122.547",""
"Q244","1","1","1","1","1","1","2","1","ok","ok","134.066",""
"Q245","1","0.333","1","1","1","1","3","3","ok","ok","115.034",""
"Q246","1","0.667","1","1","1","1","3","2","ok","ok","76.695",""
"Q247","1","1","1","1","1","1","2","2","ok","ok","126.187",""
"Q248","1","1","1","1","1","1","1","1","ok","ok","113.856",""
"Q249","1","0.5","1","1","1","1","2","1","ok","ok","127.643",""
"Q250","1","1","1","1","0.6","1","2","1","ok","ok","83.047",""
"Q251","1","0.5","1","1","1","1","4","2","ok","ok","106.308",""
"Q252","0.5","0.333","1","1","0.6","1","3","2","ok","ok","63.18",""
"Q253","0","0","1","1","0.2","0.5","1","3","ok","ok","314.133",""
"Q254","1","1","1","1","1","1","2","2","ok","ok","62.04",""
"Q255","1","1","1","1","1","1","1","2","ok","ok","71.749",""
"Q256","0.333","0.167","1","1","0.7","1","6","3","ok","ok","194.418",""
"Q257","1","1","1","1","1","1","4","3","ok","ok","72.987",""
"Q258","1","1","1","1","0.8","1","2","1","ok","ok","58.203",""
"Q259","0","0","0","0","0","0.5","2","2","ok","ok","134.312",""
"Q260","1","1","1","1","1","1","1","2","ok","ok","114.605",""
"Q261","1","1","1","1","1","1","1","3","ok","ok","119.212",""
"Q262","1","0.667","1","1","1","1","3","3","ok","ok","175.989",""
"Q263","1","1","1","1","1","1","1","2","ok","ok","78.621",""
"Q264","1","1","0","0.5","0.7","1","2","2","ok","ok","128.906",""
"Q265","1","0.667","1","1","1","1","3","2","ok","ok","111.18",""
"Q266","1","0.75","1","1","1","1","4","3","ok","ok","131.321",""
"Q267","1","0.5","1","1","1","1","4","3","ok","ok","181.815",""
"Q268","1","1","1","1","1","1","2","4","ok","ok","120.227",""
"Q269","1","0.667","1","1","1","1","3","2","ok","ok","147.512",""
"Q270","1","1","1","1","1","1","2","5","ok","ok","146.156",""
"Q271","1","1","1","1","1","1","2","1","ok","ok","198.271",""
"Q272","1","1","1","1","1","1","2","2","ok","ok","129.999",""
"Q273","1","1","1","1","1","1","1","1","ok","ok","265.507",""
"Q274","1","0.25","1","1","1","1","4","2","ok","ok","138.634",""
"Q275","1","0.5","1","1","1","1","2","1","ok","ok","51.927",""
"Q276","1","0.333","1","1","1","1","3","1","ok","ok","122.615",""
"Q277","1","1","1","1","1","1","3","3","ok","ok","67.474",""
"Q278","1","1","1","1","1","1","2","1","ok","ok","54.881",""
"Q279","1","1","1","1","1","1","1","1","ok","ok","65.06",""
"Q280","1","0.167","1","1","1","1","6","1","ok","ok","230.839",""
"Q281","1","1","1","1","1","1","2","2","ok","ok","137.222",""
"Q282","0.5","1","0.5","1","0.2","0.5","2","2","ok","ok","190.42",""
"Q283","1","0.5","1","1","1","1","4","2","ok","ok","127.833",""
"Q284","1","0.667","1","1","1","1","3","3","ok","ok","145.776",""
"Q285","1","0.75","1","1","1","1","4","2","ok","ok","135.505",""
"Q286","1","0.5","1","1","1","1","4","2","ok","ok","145.953",""
"Q287","1","1","1","1","1","1","5","2","ok","ok","129.435",""
"Q288","1","0.5","1","1","1","1","4","2","ok","ok","125.038",""
"Q289","1","0.75","1","1","1","1","4","2","ok","ok","191.247",""
"Q290","1","1","1","1","1","1","3","3","ok","ok","188.942",""
"Q291","1","0.5","1","1","1","1","4","2","ok","ok","125.408",""
"Q292","1","1","1","1","1","1","2","2","ok","ok","119.717",""
"Q293","1","1","1","1","1","1","4","2","ok","ok","139.692",""
"Q294","1","1","1","1","1","1","2","2","ok","ok","138.725",""
"Q295","1","1","1","1","1","1","2","2","ok","ok","105.841",""
"Q296","1","1","1","1","1","1","2","3","ok","ok","103.536",""
"Q297","1","1","1","1","1","1","2","2","ok","ok","156.722",""
"Q298","1","0.333","1","1","1","1","6","2","ok","ok","383.297",""
"Q299","1","0.222","1","1","1","1","9","2","ok","ok","111.933",""
"Q300","0","0","0","1","0","0","2","2","ok","ok","113.514",""
