"case_id","fact_coverage","evidence_precision","temporal_accuracy","answer_correctness","groundedness","evidence_count","inference_status","judge_status","duration_seconds","error"
"Q044","1","0.2","1","1","1","5","ok","ok","53.289",""
"Q045","1","0.6","1","1","1","5","ok","ok","30.839",""
"Q046","1","0.2","1","0.3","0.75","5","ok","ok","33.54",""
"Q047","1","0.8","1","1","1","5","ok","ok","21.373",""
"Q048","0.5","0.2","1","0.3","0.75","5","ok","ok","26.12",""
"Q049","0","0","0","0.4","1","5","ok","ok","19.261",""
"Q050","0.333","0.2","1","0.4","1","5","ok","ok","36.785",""
"Q051","1","0.4","1","1","1","5","ok","ok","28.683",""
"Q052","1","0.4","1","1","1","5","ok","ok","46.471",""
"Q053","0","0.4","0","0","0.667","5","ok","ok","24.744",""
"Q054","1","1","1","1","1","5","ok","ok","20.766",""
"Q055","0","0.2","0","0","0","5","ok","ok","38.151",""
"Q056","1","0.2","1","1","1","5","ok","ok","19.383",""
"Q057","1","0.4","1","1","1","5","ok","ok","15.1",""
"Q058","0","0","0","0.2","1","5","ok","ok","23.823",""
"Q059","1","0.2","1","1","1","5","ok","ok","22.085",""
"Q060","1","0.4","1","0.2","1","5","ok","ok","21.722",""
"Q061","0","0","0","0.2","1","5","ok","ok","39.798",""
"Q062","1","0.6","1","1","1","5","ok","ok","36.941",""
"Q063","0","0","0","0.2","1","5","ok","ok","24.638",""
"Q064","1","0.6","1","1","1","5","ok","ok","17.287",""
"Q065","1","0.2","1","1","1","5","ok","ok","23.211",""
"Q066","1","0.2","1","1","1","5","ok","ok","31.276",""
"Q067","1","0.2","0","1","1","5","ok","ok","17.411",""
"Q068","1","0.2","1","1","1","5","ok","ok","17.247",""
"Q069","0","0","0","0.2","0","5","ok","ok","19.447",""
"Q070","1","0.2","1","1","1","5","ok","ok","29.061",""
"Q071","0.5","0.2","1","0.5","1","5","ok","ok","21.303",""
"Q072","1","0.2","1","1","1","5","ok","ok","25.067",""
"Q073","1","0.2","0.5","0.8","0.5","5","ok","ok","24.258",""
"Q074","1","0.6","1","1","1","5","ok","ok","26.374",""
"Q075","1","0.6","1","1","1","5","ok","ok","21.484",""
"Q076","1","0.4","1","1","1","5","ok","ok","21.785",""
"Q077","0","0.2","0","0.2","0.333","5","ok","ok","16.345",""
"Q078","0","0","0","0","0.667","5","ok","ok","21.434",""
"Q079","0.5","0.2","0","0.2","0.5","5","ok","ok","23.91",""
"Q080","0.5","0.2","0","0","0.333","5","ok","ok","32.709",""
"Q081","0","0","0","0.2","1","5","ok","ok","20.641",""
"Q082","1","0.6","1","1","1","5","ok","ok","36.279",""
"Q083","1","0.6","1","1","1","5","ok","ok","18.235",""
"Q084","1","0.8","1","1","1","5","ok","ok","18.13",""
"Q085","1","0.2","0.5","0.7","1","5","ok","ok","32.562",""
"Q086","1","0.4","1","1","1","5","ok","ok","23.002",""
"Q087","0.5","0.2","1","0.6","1","5","ok","ok","39.113",""
"Q088","1","0.4","1","1","1","5","ok","ok","32.197",""
"Q089","1","0.4","1","1","1","5","ok","ok","34.931",""
"Q090","0.5","0.2","0","0.4","0.5","5","ok","ok","32.244",""
"Q091","0","0","0","0.2","0","5","ok","ok","18.297",""
"Q092","0.5","0.4","0","0.5","0.833","5","ok","ok","22.187",""
"Q093","1","0.6","0.5","1","1","5","ok","ok","17.15",""
"Q094","0","0","0","0.2","0.5","5","ok","ok","17.37",""
"Q095","0.5","0.2","1","0.9","1","5","ok","ok","26.439",""
"Q096","1","0.2","0.5","0.5","1","5","ok","ok","25.059",""
"Q097","0.5","0.2","0","0.2","1","5","ok","ok","28.421",""
"Q098","1","0.6","0.5","0.9","1","5","ok","ok","18.396",""
"Q099","0","0","0","0.2","0.75","5","ok","ok","23.444",""
"Q100","1","0.2","0.5","0.2","1","5","ok","ok","27.931",""
"Q101","1","0.4","1","1","1","5","ok","ok","19.737",""
"Q102","1","0.2","1","0.5","0.5","5","ok","ok","23.797",""
"Q103","1","0.2","1","1","1","5","ok","ok","33.167",""
"Q104","0","0","0","0.2","1","5","ok","ok","27.131",""
"Q105","0.333","0.2","0","0.3","0.75","5","ok","ok","19.29",""
"Q106","1","0.6","1","1","1","5","ok","ok","24.759",""
"Q107","1","0.2","1","1","1","5","ok","ok","37.831",""
"Q108","1","0.6","1","1","1","5","ok","ok","27.167",""
"Q109","1","0.2","0","1","1","5","ok","ok","21.673",""
"Q110","1","0.2","1","0.9","1","5","ok","ok","20.999",""
"Q111","1","0.4","1","1","1","5","ok","ok","17.204",""
"Q112","1","0.4","1","1","1","5","ok","ok","35.618",""
"Q113","0","0","0","0.3","1","5","ok","ok","27.454",""
"Q114","0","0.2","0","0","0.667","5","ok","ok","23.273",""
"Q115","1","1","1","1","1","5","ok","ok","20.47",""
"Q116","0","0","0","0.4","0.5","5","ok","ok","27.376",""
"Q117","1","0.4","1","1","1","5","ok","ok","41.868",""
"Q118","1","0.4","1","0.7","1","5","ok","ok","32.511",""
"Q119","0.5","0.4","1","0.2","1","5","ok","ok","38.665",""
"Q120","0","0","0","0.4","1","5","ok","ok","30.5",""
"Q121","1","0.2","1","1","1","5","ok","ok","31.856",""
"Q122","1","0.6","1","1","1","5","ok","ok","20.228",""
"Q123","1","0.2","1","1","1","5","ok","ok","24.004",""
"Q124","0","0","0","0.2","1","5","ok","ok","48.778",""
"Q125","0","0","1","1","0.5","5","ok","ok","23.686",""
"Q126","0","0","0","0.2","1","5","ok","ok","26.487",""
"Q127","1","0.2","1","1","1","5","ok","ok","21.786",""
"Q128","1","0.4","1","1","1","5","ok","ok","20.295",""
"Q129","0","0.6","0","0.2","0.667","5","ok","ok","36.339",""
"Q130","0.667","0.4","1","0.8","1","5","ok","ok","48.89",""
"Q131","0","0","0","0.2","0.667","5","ok","ok","22.124",""
"Q132","0","0","0","0","0.667","5","ok","ok","17.211",""
"Q133","0.25","0.6","1","0.6","0.889","5","ok","ok","19.565",""
"Q134","1","0.4","1","0.8","1","5","ok","ok","31.855",""
"Q135","0.2","0.4","0","0.6","1","5","ok","ok","23.703",""
"Q136","1","0.2","0","0.8","0.75","5","ok","ok","30.817",""
"Q137","0","0.4","1","0.7","0.667","5","ok","ok","35.52",""
"Q138","1","0.4","1","1","1","5","ok","ok","32.163",""
"Q139","1","0.4","1","0.9","1","5","ok","ok","26.45",""
"Q140","1","0.2","1","0.8","1","5","ok","ok","24.633",""
"Q141","1","0.2","0.5","0.9","1","5","ok","ok","25.131",""
"Q142","1","0.2","1","0.8","0.8","5","ok","ok","29.879",""
"Q143","1","0.2","1","1","1","5","ok","ok","17.222",""
"Q144","0.6","0.4","1","0.7","0.833","5","ok","ok","31.74",""
"Q145","0","0","0","0.2","0.8","5","ok","ok","17.946",""
"Q146","0.5","0.2","0","0.4","0.333","5","ok","ok","17.469",""
"Q147","0.75","0.4","1","0.9","1","5","ok","ok","24.348",""
"Q148","0","0","1","0.4","0.833","5","ok","ok","26.877",""
"Q149","0","0","0","0","0.75","5","ok","ok","25.963",""
"Q150","0","0","0","0.2","1","5","ok","ok","26.581",""
"Q151","0","0","1","0.9","1","5","ok","ok","17.578",""
"Q152","0.5","0.2","0.5","0.7","0.8","5","ok","ok","39.666",""
"Q153","0.5","0.2","0","0.6","0.875","5","ok","ok","26.341",""
"Q154","1","0.4","0","0.8","1","5","ok","ok","20.185",""
"Q155","1","0.4","1","0.9","1","5","ok","ok","33.767",""
"Q156","1","0.4","1","1","1","5","ok","ok","38.626",""
"Q157","0","0","1","0.4","0.25","5","ok","ok","46.49",""
"Q158","1","1","1","1","1","5","ok","ok","39.907",""
"Q159","0.333","0.2","0","0.4","1","5","ok","ok","26.521",""
"Q160","0.333","0.2","0","0.2","0.333","5","ok","ok","30.98",""
"Q161","0.667","0.2","0","0.6","1","5","ok","ok","27.143",""
"Q162","0","0","1","0.3","1","5","ok","ok","26.91",""
"Q163","0","0","1","0.5","0.6","5","ok","ok","21.814",""
"Q164","1","1","1","0.8","1","5","ok","ok","33.995",""
"Q165","1","0.2","0","0.8","1","5","ok","ok","30.452",""
"Q166","0","0","1","0.4","1","5","ok","ok","16.488",""
"Q167","0.667","0.6","1","0.7","1","5","ok","ok","18.135",""
"Q168","0","0","1","0.3","0.333","5","ok","ok","20.932",""
"Q169","1","0.4","1","1","1","5","ok","ok","16.29",""
"Q170","0","0","1","0.6","1","5","ok","ok","36.441",""
"Q171","1","0.4","0.5","0.8","1","5","ok","ok","32.286",""
"Q172","0.5","0.2","1","0.8","0.75","5","ok","ok","47.684",""
"Q173","0.5","0.4","1","0.8","1","5","ok","ok","15.742",""
"Q174","1","1","1","1","1","5","ok","ok","39.387",""
"Q175","0","0","0","0.2","0.667","5","ok","ok","19.257",""
"Q176","0.5","0.4","0","0.3","1","5","ok","ok","26.769",""
"Q177","0.5","0.6","1","0.6","0.75","5","ok","ok","37.419",""
"Q178","1","0.4","1","1","1","5","ok","ok","16.731",""
"Q179","0","0","1","0.3","0.75","5","ok","ok","20.368",""
"Q180","0","0","0","0.2","1","5","ok","ok","29.151",""
"Q181","1","0.6","0.5","0.7","1","5","ok","ok","18.72",""
"Q182","0.5","1","1","0.3","0.75","5","ok","ok","25.704",""
"Q183","0","0.4","0","0.3","1","5","ok","ok","24.832",""
"Q184","0","0","1","0.6","0.75","5","ok","ok","22.488",""
"Q185","0.667","0.2","1","0.9","1","5","ok","ok","25.943",""
"Q186","0.333","0.2","1","0.3","1","5","ok","ok","19.609",""
"Q187","0","0","0","0.2","1","5","ok","ok","28.937",""
"Q188","0","0","0","0.4","1","5","ok","ok","37.339",""
"Q189","1","0.4","1","1","1","5","ok","ok","27.868",""
"Q190","1","0.4","1","1","1","5","ok","ok","26.783",""
"Q191","0.6","0.6","1","0.8","1","5","ok","ok","32.535",""
"Q192","1","0.4","1","1","1","5","ok","ok","28.154",""
"Q193","0.25","0.8","1","0.6","1","5","ok","ok","20.198",""
"Q194","0","0","1","0.9","1","5","ok","ok","17.977",""
"Q195","1","0.4","1","1","1","5","ok","ok","16.596",""
"Q196","0.75","0.8","1","0.8","1","5","ok","ok","20.037",""
"Q197","0","0","1","0.4","0.5","5","ok","ok","18.987",""
"Q198","0","0","0","0.2","1","5","ok","ok","55.057",""
"Q199","0.333","0.2","1","0.6","1","5","ok","ok","17.016",""
"Q200","0","0","0","0.4","0.5","5","ok","ok","18.941",""
"Q201","1","0.4","1","1","1","5","ok","ok","18.193",""
"Q202","1","0.2","1","1","1","5","ok","ok","23.858",""
"Q203","0.667","0.4","1","0.8","1","5","ok","ok","29.679",""
"Q204","0","0.2","1","0.2","0.875","5","ok","ok","31.925",""
"Q205","1","0.2","1","1","1","5","ok","ok","29.974",""
"Q206","1","0.2","1","1","1","5","ok","ok","23.265",""
"Q207","1","0.4","1","1","1","5","ok","ok","21.18",""
"Q208","1","0.4","1","1","1","5","ok","ok","17.699",""
"Q209","1","0.4","1","1","1","5","ok","ok","24.825",""
"Q210","1","0.2","1","1","1","5","ok","ok","21.852",""
"Q211","1","0.2","1","1","1","5","ok","ok","18.521",""
"Q212","1","0.4","0","1","1","5","ok","ok","19.392",""
"Q213","1","0.2","1","1","1","5","ok","ok","16.104",""
"Q214","0.25","0.4","1","0.6","1","5","ok","ok","18.791",""
"Q215","1","0.2","1","1","1","5","ok","ok","36.939",""
"Q216","1","0.4","1","1","1","5","ok","ok","15.627",""
"Q217","1","0.2","1","1","1","5","ok","ok","15.402",""
"Q218","0","0","0.5","0.5","1","5","ok","ok","14.443",""
"Q219","1","0.6","1","1","1","5","ok","ok","15.016",""
"Q220","1","0.6","0","1","1","5","ok","ok","14.11",""
"Q221","1","0.6","1","1","1","5","ok","ok","14.631",""
"Q222","1","0.8","0.5","1","1","5","ok","ok","15.032",""
"Q223","1","0.4","0.5","1","1","5","ok","ok","15.042",""
"Q224","0","0","0","0.2","1","5","ok","ok","12.95",""
"Q225","1","0.2","1","1","1","5","ok","ok","15.399",""
"Q226","1","0.2","1","1","1","5","ok","ok","14.414",""
"Q227","1","0.6","0","0.6","1","5","ok","ok","15.213",""
"Q228","1","0.2","1","1","1","5","ok","ok","14.329",""
"Q229","1","0.2","1","1","1","5","ok","ok","14.893",""
"Q230","1","0.6","0","1","1","5","ok","ok","14.136",""
"Q231","1","0.2","1","1","1","5","ok","ok","14.007",""
"Q232","1","0.2","1","0.8","1","5","ok","ok","14.594",""
"Q233","1","0.2","1","1","1","5","ok","ok","16.218",""
"Q234","1","0.2","1","1","1","5","ok","ok","14.509",""
"Q235","1","0.2","1","1","1","5","ok","ok","15.836",""
"Q236","0","0","1","0.2","1","5","ok","ok","14.503",""
"Q237","0.5","0.6","1","0.5","1","5","ok","ok","15.486",""
"Q238","0","0","0","0.4","1","5","ok","ok","15.772",""
"Q239","1","0.2","1","0.7","1","5","ok","ok","15.049",""
"Q240","1","0.6","1","0.9","1","5","ok","ok","16.148",""
"Q241","0.333","0.4","1","0.8","0.5","5","ok","ok","15.687",""
"Q242","1","0.6","1","1","1","5","ok","ok","13.851",""
"Q243","0.5","0.6","1","0.8","1","5","ok","ok","15.941",""
"Q244","1","0.4","1","1","1","5","ok","ok","14.736",""
"Q245","0.667","0.4","1","0.8","1","5","ok","ok","14.823",""
"Q246","1","0.4","0.5","0.5","1","5","ok","ok","15.333",""
"Q247","0.5","0.2","0.5","0.5","0.5","5","ok","ok","15.016",""
"Q248","1","0.8","0.5","1","1","5","ok","ok","14.264",""
"Q249","0","0","0","0.2","0.5","5","ok","ok","14.804",""
"Q250","0","0","1","0.4","1","5","ok","ok","14.222",""
"Q251","0.5","0.4","1","0.6","0.667","5","ok","ok","15.522",""
"Q252","0.5","0.2","0.5","0.5","1","5","ok","ok","13.851",""
"Q253","1","0.2","0","0.4","0.667","5","ok","ok","15.302",""
"Q254","1","0.4","1","1","1","5","ok","ok","15.308",""
"Q255","1","0.4","1","1","1","5","ok","ok","14.225",""
"Q256","0.333","0.2","0.5","0.5","1","5","ok","ok","15.792",""
"Q257","1","0.4","1","1","1","5","ok","ok","15.365",""
"Q258","0","0.4","1","1","1","5","ok","ok","15.284",""
"Q259","1","0.2","0","1","1","5","ok","ok","14.917",""
"Q260","1","0.2","1","1","1","5","ok","ok","15.763",""
"Q261","1","0.2","1","1","1","5","ok","ok","15.114",""
"Q262","0","0","0","0.3","0.25","5","ok","ok","15.763",""
"Q263","1","0.4","0","1","1","5","ok","ok","14.506",""
"Q264","0.5","0.2","0.5","0.5","1","5","ok","ok","16.966",""
"Q265","0.5","0.2","1","0.5","0.667","5","ok","ok","16.073",""
"Q266","0.333","0.2","1","0.7","0.667","5","ok","ok","15.931",""
"Q267","1","0.4","1","0.9","1","5","ok","ok","16.182",""
"Q268","1","0.8","0.5","0.8","1","5","ok","ok","17.345",""
"Q269","0.5","0.2","0.5","0.5","0.5","5","ok","ok","15.058",""
"Q270","0.6","0.4","0.5","0.5","0.75","5","ok","ok","16.584",""
"Q271","1","0.2","1","0.8","0.5","5","ok","ok","15.297",""
"Q272","1","1","1","1","1","5","ok","ok","15.556",""
"Q273","1","0.2","1","1","1","5","ok","ok","14.776",""
"Q274","1","0.2","0","0.8","1","5","ok","ok","16.316",""
"Q275","1","0.6","1","1","1","5","ok","ok","15.576",""
"Q276","1","0.2","1","1","1","5","ok","ok","16.158",""
"Q277","0.667","0.6","1","0.7","1","5","ok","ok","15.691",""
"Q278","1","0.4","1","1","1","5","ok","ok","15.448",""
"Q279","0","0","0","0.2","1","5","ok","ok","15.0",""
"Q280","0","0","0","0.3","0.667","5","ok","ok","15.767",""
"Q281","1","0.6","1","0.8","1","5","ok","ok","16.024",""
"Q282","0.5","0.2","0.5","0.8","1","5","ok","ok","15.533",""
"Q283","0","0","0","0.2","0","5","ok","ok","14.452",""
"Q284","0","0","0","0.2","1","5","ok","ok","14.116",""
"Q285","0.5","0.2","0","0","0.25","5","ok","ok","14.686",""
"Q286","0.5","0.4","0","0.2","0.25","5","ok","ok","14.703",""
"Q287","1","0.4","1","0.9","1","5","ok","ok","17.361",""
"Q288","0","0","0","0","1","5","ok","ok","13.699",""
"Q289","0.5","0.2","0","0.5","0.5","5","ok","ok","14.841",""
"Q290","0.667","0.4","0","0.3","1","5","ok","ok","15.976",""
"Q291","0","0","0","0","0.167","5","ok","ok","15.85",""
"Q292","0","0.4","0","0.2","0.333","5","ok","ok","15.454",""
"Q293","0.5","0.2","0.5","0.9","1","5","ok","ok","15.144",""
"Q294","1","0.2","0.5","0.8","1","5","ok","ok","14.838",""
"Q295","1","0.4","1","1","1","5","ok","ok","17.175",""
"Q296","0.667","0.4","0.8","0.6","0.667","5","ok","ok","15.262",""
"Q297","0","0.2","0","0.2","1","5","ok","ok","14.723",""
"Q298","0.5","0.6","0","0.3","1","5","ok","ok","15.897",""
"Q299","0","0","0","0.1","1","5","ok","ok","13.449",""
"Q300","0","0","1","0.2","1","5","ok","ok","13.377",""
